cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2023-27524,Apache,Superset,"Apache Superset Insecure Default Initialization of Resource Vulnerability",2024-01-08,"Apache Superset contains an insecure default initialization of a resource vulnerability that allows an attacker to authenticate and access unauthorized resources on installations that have not altered the default configured SECRET_KEY according to installation instructions.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-01-29,Unknown,"https://lists.apache.org/thread/n0ftx60sllf527j7g11kmt24wvof8xyk;  https://nvd.nist.gov/vuln/detail/CVE-2023-27524",CWE-1188
CVE-2023-29300,Adobe,ColdFusion,"Adobe ColdFusion Deserialization of Untrusted Data Vulnerability",2024-01-08,"Adobe ColdFusion contains a deserialization of untrusted data vulnerability that allows for code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-01-29,Known,"https://helpx.adobe.com/security/products/coldfusion/apsb23-40.html; https://nvd.nist.gov/vuln/detail/CVE-2023-29300",CWE-502
CVE-2023-29552,IETF,"Service Location Protocol (SLP)","Service Location Protocol (SLP) Denial-of-Service Vulnerability",2023-11-08,"The Service Location Protocol (SLP) contains a denial-of-service (DoS) vulnerability that could allow an unauthenticated, remote attacker to register services and use spoofed UDP traffic to conduct a denial-of-service (DoS) attack with a significant amplification factor.","Apply mitigations per vendor instructions or disable SLP service or port 427/UDP on all systems running on untrusted networks, including those directly connected to the Internet.",2023-11-29,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on the patching status. For more information please see https://www.bitsight.com/blog/new-high-severity-vulnerability-cve-2023-29552-discovered-service-location-protocol-slp and https://www.cisa.gov/news-events/alerts/2023/04/25/abuse-service-location-protocol-may-lead-dos-attacks.;  https://nvd.nist.gov/vuln/detail/CVE-2023-29552",
CVE-2023-22518,Atlassian,"Confluence Data Center and Server","Atlassian Confluence Data Center and Server Improper Authorization Vulnerability",2023-11-07,"Atlassian Confluence Data Center and Server contain an improper authorization vulnerability that can result in significant data loss when exploited by an unauthenticated attacker. There is no impact on confidentiality since the attacker cannot exfiltrate any data.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-11-28,Known,"https://confluence.atlassian.com/security/cve-2023-22518-improper-authorization-vulnerability-in-confluence-data-center-and-server-1311473907.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-22518",CWE-863
CVE-2023-20273,Cisco,"Cisco IOS XE Web UI","Cisco IOS XE Web UI Command Injection Vulnerability",2023-10-23,"Cisco IOS XE contains a command injection vulnerability in the web user interface. When chained with CVE-2023-20198, the attacker can leverage the new local user to elevate privilege to root and write the implant to the file system. Cisco identified CVE-2023-20273 as the vulnerability exploited to deploy the implant. CVE-2021-1435, previously associated with the exploitation events, is no longer believed to be related to this activity.","Verify that instances of Cisco IOS XE Web UI are in compliance with BOD 23-02 and apply mitigations per vendor instructions. For affected products (Cisco IOS XE Web UI exposed to the internet or to untrusted networks), follow vendor instructions to determine if a system may have been compromised and immediately report positive findings to CISA.",2023-10-27,Unknown,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z;  https://nvd.nist.gov/vuln/detail/CVE-2023-20273",CWE-78
CVE-2023-20198,Cisco,"IOS XE Web UI","Cisco IOS XE Web UI Privilege Escalation Vulnerability",2023-10-16,"Cisco IOS XE Web UI contains a privilege escalation vulnerability in the web user interface that could allow a remote, unauthenticated attacker to create an account with privilege level 15 access. The attacker can then use that account to gain control of the affected device.","Verify that instances of Cisco IOS XE Web UI are in compliance with BOD 23-02 and apply mitigations per vendor instructions. For affected products (Cisco IOS XE Web UI exposed to the internet or to untrusted networks), follow vendor instructions to determine if a system may have been compromised and immediately report positive findings to CISA.",2023-10-20,Unknown,"https://www.cisco.com/c/en/us/support/docs/ios-nx-os-software/ios-xe-dublin-17121/221128-software-fix-availability-for-cisco-ios.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-20198",CWE-420
CVE-2023-21608,Adobe,"Acrobat and Reader","Adobe Acrobat and Reader Use-After-Free Vulnerability",2023-10-10,"Adobe Acrobat and Reader contains a use-after-free vulnerability that allows for code execution in the context of the current user.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-31,Unknown,"https://helpx.adobe.com/security/products/acrobat/apsb23-01.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-21608",CWE-416
CVE-2023-20109,Cisco,"IOS and IOS XE","Cisco IOS and IOS XE Group Encrypted Transport VPN Out-of-Bounds Write Vulnerability",2023-10-10,"Cisco IOS and IOS XE contain an out-of-bounds write vulnerability in the Group Encrypted Transport VPN (GET VPN) feature that could allow an authenticated, remote attacker who has administrative control of either a group member or a key server to execute malicious code or cause a device to crash.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-31,Unknown,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-getvpn-rce-g8qR68sx;  https://nvd.nist.gov/vuln/detail/CVE-2023-20109",CWE-787
CVE-2023-22515,Atlassian,"Confluence Data Center and Server","Atlassian Confluence Data Center and Server Broken Access Control Vulnerability",2023-10-05,"Atlassian Confluence Data Center and Server contains a broken access control vulnerability that allows an attacker to create unauthorized Confluence administrator accounts and access Confluence.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable. Check all affected Confluence instances for evidence of compromise per vendor instructions and report any positive findings to CISA.",2023-10-13,Known,"https://confluence.atlassian.com/security/cve-2023-22515-privilege-escalation-vulnerability-in-confluence-data-center-and-server-1295682276.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-22515",
CVE-2023-28229,Microsoft,"Windows CNG Key Isolation Service","Microsoft Windows CNG Key Isolation Service Privilege Escalation Vulnerability",2023-10-04,"Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability that allows an attacker to gain specific limited SYSTEM privileges.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-25,Unknown,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28229; https://nvd.nist.gov/vuln/detail/CVE-2023-28229",CWE-591
CVE-2023-28434,MinIO,MinIO,"MinIO Security Feature Bypass Vulnerability",2023-09-19,"MinIO contains a security feature bypass vulnerability that allows an attacker to use crafted requests to bypass metadata bucket name checking and put an object into any bucket while processing `PostPolicyBucket` to conduct privilege escalation. To carry out this attack, the attacker requires credentials with `arn:aws:s3:::*` permission, as well as enabled Console API access.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-10,Unknown,"https://github.com/minio/minio/security/advisories/GHSA-2pxw-r47w-4p8c;  https://nvd.nist.gov/vuln/detail/CVE-2023-28434",CWE-269
CVE-2023-26369,Adobe,"Acrobat and Reader","Adobe Acrobat and Reader Out-of-Bounds Write Vulnerability",2023-09-14,"Adobe Acrobat and Reader contains an out-of-bounds write vulnerability that allows for code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-05,Unknown,"https://helpx.adobe.com/security/products/acrobat/apsb23-34.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-26369",CWE-787
CVE-2023-20269,Cisco,"Adaptive Security Appliance and Firepower Threat Defense","Cisco Adaptive Security Appliance and Firepower Threat Defense Unauthorized Access Vulnerability",2023-09-13,"Cisco Adaptive Security Appliance and Firepower Threat Defense contain an unauthorized access vulnerability that could allow an unauthenticated, remote attacker to conduct a brute force attack in an attempt to identify valid username and password combinations or establish a clientless SSL VPN session with an unauthorized user.","Apply mitigations per vendor instructions for group-lock and vpn-simultaneous-logins or discontinue use of the product for unsupported devices.",2023-10-04,Known,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-ravpn-auth-8LyfCkeC;  https://nvd.nist.gov/vuln/detail/CVE-2023-20269",CWE-288
CVE-2023-27532,Veeam,"Backup & Replication","Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability",2023-08-22,"Veeam Backup & Replication Cloud Connect component contains a missing authentication for critical function vulnerability that allows an unauthenticated user operating within the backup infrastructure network perimeter to obtain encrypted credentials stored in the configuration database. This may lead to an attacker gaining access to the backup infrastructure hosts.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-09-12,Known,"https://www.veeam.com/kb4424;  https://nvd.nist.gov/vuln/detail/CVE-2023-27532",CWE-306
CVE-2023-26359,Adobe,ColdFusion,"Adobe ColdFusion Deserialization of Untrusted Data Vulnerability",2023-08-21,"Adobe ColdFusion contains a deserialization of untrusted data vulnerability that could result in code execution in the context of the current user.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-09-11,Unknown,"https://helpx.adobe.com/security/products/coldfusion/apsb23-25.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-26359",CWE-502
CVE-2023-24489,Citrix,"Content Collaboration","Citrix Content Collaboration ShareFile Improper Access Control Vulnerability",2023-08-16,"Citrix Content Collaboration contains an improper access control vulnerability that could allow an unauthenticated attacker to remotely compromise customer-managed ShareFile storage zones controllers.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-09-06,Unknown,"https://support.citrix.com/article/CTX559517/sharefile-storagezones-controller-security-update-for-cve202324489;  https://nvd.nist.gov/vuln/detail/CVE-2023-24489",CWE-284
CVE-2023-29298,Adobe,ColdFusion,"Adobe ColdFusion Improper Access Control Vulnerability",2023-07-20,"Adobe ColdFusion contains an improper access control vulnerability that allows for a security feature bypass.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-08-10,Unknown,"https://helpx.adobe.com/security/products/coldfusion/apsb23-40.html; https://nvd.nist.gov/vuln/detail/CVE-2023-29298",CWE-284
CVE-2023-20867,VMware,Tools,"VMware Tools Authentication Bypass Vulnerability",2023-06-23,"VMware Tools contains an authentication bypass vulnerability in the vgauth module. A fully compromised ESXi host can force VMware Tools to fail to authenticate host-to-guest operations, impacting the confidentiality and integrity of the guest virtual machine. An attacker must have root access over ESXi to exploit this vulnerability.","Apply updates per vendor instructions.",2023-07-14,Unknown,"https://www.vmware.com/security/advisories/VMSA-2023-0013.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-20867",CWE-287
CVE-2023-27992,Zyxel,"Multiple Network-Attached Storage (NAS) Devices","Zyxel Multiple NAS Devices Command Injection Vulnerability",2023-06-23,"Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability that could allow an unauthenticated attacker to execute commands remotely via a crafted HTTP request.","Apply updates per vendor instructions.",2023-07-14,Unknown,"https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-pre-authentication-command-injection-vulnerability-in-nas-products;  https://nvd.nist.gov/vuln/detail/CVE-2023-27992",CWE-78
CVE-2023-20887,VMware,"Aria Operations for Networks","Vmware Aria Operations for Networks Command Injection Vulnerability",2023-06-22,"VMware Aria Operations for Networks (formerly vRealize Network Insight) contains a command injection vulnerability that allows a malicious actor with network access to perform an attack resulting in remote code execution.","Apply updates per vendor instructions.",2023-07-13,Unknown,"https://www.vmware.com/security/advisories/VMSA-2023-0012.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-20887",CWE-77
CVE-2023-27997,Fortinet,"FortiOS and FortiProxy SSL-VPN","Fortinet FortiOS and FortiProxy SSL-VPN Heap-Based Buffer Overflow Vulnerability",2023-06-13,"Fortinet FortiOS and FortiProxy SSL-VPN contain a heap-based buffer overflow vulnerability which can allow an unauthenticated, remote attacker to execute code or commands via specifically crafted requests.","Apply updates per vendor instructions.",2023-07-04,Known,"https://www.fortiguard.com/psirt/FG-IR-23-097;  https://nvd.nist.gov/vuln/detail/CVE-2023-27997",CWE-122
CVE-2023-28771,Zyxel,"Multiple Firewalls","Zyxel Multiple Firewalls OS Command Injection Vulnerability",2023-05-31,"Zyxel ATP, USG FLEX, VPN, and ZyWALL/USG firewalls allow for improper error message handling which could allow an unauthenticated attacker to execute OS commands remotely by sending crafted packets to an affected device.","Apply updates per vendor instructions.",2023-06-21,Unknown,"https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-remote-command-injection-vulnerability-of-firewalls;   https://nvd.nist.gov/vuln/detail/CVE-2023-28771",CWE-78
CVE-2023-2868,"Barracuda Networks","Email Security Gateway (ESG) Appliance","Barracuda Networks ESG Appliance Improper Input Validation Vulnerability",2023-05-26,"Barracuda Email Security Gateway (ESG) appliance contains an improper input validation vulnerability of a user-supplied .tar file, leading to remote command injection.","Apply updates per vendor instructions.",2023-06-16,Unknown,"https://status.barracuda.com/incidents/34kx82j5n4q9;  https://nvd.nist.gov/vuln/detail/CVE-2023-2868",CWE-20
CVE-2023-28204,Apple,"Multiple Products","Apple Multiple Products WebKit Out-of-Bounds Read Vulnerability",2023-05-22,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit contain an out-of-bounds read vulnerability that may disclose sensitive information when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply updates per vendor instructions.",2023-06-12,Unknown,"https://support.apple.com/HT213757, https://support.apple.com/HT213758, https://support.apple.com/HT213761, https://support.apple.com/HT213762, https://support.apple.com/HT213764, https://support.apple.com/HT213765;  https://nvd.nist.gov/vuln/detail/CVE-2023-28204",CWE-125
CVE-2023-21492,Samsung,"Mobile Devices","Samsung Mobile Devices Insertion of Sensitive Information Into Log File Vulnerability",2023-05-19,"Samsung mobile devices running Android 11, 12, and 13 contain an insertion of sensitive information into log file vulnerability that allows a privileged, local attacker to conduct an address space layout randomization (ASLR) bypass.","Apply updates per vendor instructions.",2023-06-09,Unknown,"https://security.samsungmobile.com/securityUpdate.smsb;  https://nvd.nist.gov/vuln/detail/CVE-2023-21492",CWE-532
CVE-2023-25717,"Ruckus Wireless","Multiple Products","Multiple Ruckus Wireless Products CSRF and RCE Vulnerability",2023-05-12,"Ruckus Wireless Access Point (AP) software contains an unspecified vulnerability in the web services component. If the web services component is enabled on the AP, an attacker can perform cross-site request forgery (CSRF) or remote code execution (RCE). This vulnerability impacts Ruckus ZoneDirector, SmartZone, and Solo APs.","Apply updates per vendor instructions or disconnect product if it is end-of-life.",2023-06-02,Unknown,"https://support.ruckuswireless.com/security_bulletins/315;  https://nvd.nist.gov/vuln/detail/CVE-2023-25717",CWE-94
CVE-2023-29336,Microsoft,Win32k,"Microsoft Win32K Privilege Escalation Vulnerability",2023-05-09,"Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation up to SYSTEM privileges.","Apply updates per vendor instructions.",2023-05-30,Unknown,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-29336; https://nvd.nist.gov/vuln/detail/CVE-2023-29336",CWE-416
CVE-2023-21839,Oracle,"WebLogic Server","Oracle WebLogic Server Unspecified Vulnerability",2023-05-01,"Oracle WebLogic Server contains an unspecified vulnerability that allows an unauthenticated attacker with network access via T3, IIOP, to compromise Oracle WebLogic Server.","Apply updates per vendor instructions.",2023-05-22,Unknown,"https://www.oracle.com/security-alerts/cpujan2023.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-21839",
CVE-2023-28432,MinIO,MinIO,"MinIO Information Disclosure Vulnerability",2023-04-21,"MinIO contains a vulnerability in a cluster deployment where MinIO returns all environment variables, which allows for information disclosure.","Apply updates per vendor instructions.",2023-05-12,Unknown,"https://github.com/minio/minio/security/advisories/GHSA-6xvq-wj2x-3h3q; https://nvd.nist.gov/vuln/detail/CVE-2023-28432",CWE-200
CVE-2023-27350,PaperCut,MF/NG,"PaperCut MF/NG Improper Access Control Vulnerability",2023-04-21,"PaperCut MF/NG contains an improper access control vulnerability within the SetupCompleted class that allows authentication bypass and code execution in the context of system.","Apply updates per vendor instructions.",2023-05-12,Known,"https://www.papercut.com/kb/Main/PO-1216-and-PO-1219;  https://nvd.nist.gov/vuln/detail/CVE-2023-27350",CWE-284
CVE-2023-2136,Google,"Chromium Skia","Google Chrome Skia Integer Overflow Vulnerability",2023-04-21,"Google Chromium Skia contains an integer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects Google Chrome and ChromeOS, Android, Flutter, and possibly other products.","Apply updates per vendor instructions.",2023-05-12,Unknown,"https://chromereleases.googleblog.com/2023/04/stable-channel-update-for-desktop_18.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-2136",CWE-190
CVE-2023-2033,Google,"Chromium V8","Google Chromium V8 Type Confusion Vulnerability",2023-04-17,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2023-05-08,Unknown,"https://chromereleases.googleblog.com/2023/04/stable-channel-update-for-desktop_14.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-2033",CWE-843
CVE-2023-20963,Android,Framework,"Android Framework Privilege Escalation Vulnerability",2023-04-13,"Android Framework contains an unspecified vulnerability that allows for privilege escalation after updating an app to a higher Target SDK with no additional execution privileges needed.","Apply updates per vendor instructions.",2023-05-04,Unknown,"https://source.android.com/docs/security/bulletin/2023-03-01;  https://nvd.nist.gov/vuln/detail/CVE-2023-20963",CWE-295
CVE-2023-29492,"Novi Survey","Novi Survey","Novi Survey Insecure Deserialization Vulnerability",2023-04-13,"Novi Survey contains an insecure deserialization vulnerability that allows remote attackers to execute code on the server in the context of the service account.","Apply updates per vendor instructions.",2023-05-04,Unknown,"https://novisurvey.net/blog/novi-survey-security-advisory-apr-2023.aspx; https://nvd.nist.gov/vuln/detail/CVE-2023-29492",CWE-94
CVE-2023-28252,Microsoft,Windows,"Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability",2023-04-11,"Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability that allows for privilege escalation.","Apply updates per vendor instructions.",2023-05-02,Known,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-28252;  https://nvd.nist.gov/vuln/detail/CVE-2023-28252",CWE-122
CVE-2023-28205,Apple,"Multiple Products","Apple Multiple Products WebKit Use-After-Free Vulnerability",2023-04-10,"Apple iOS, iPadOS, macOS, and Safari WebKit contain a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply updates per vendor instructions.",2023-05-01,Unknown,"https://support.apple.com/en-us/HT213720,https://support.apple.com/en-us/HT213721,https://support.apple.com/en-us/HT213722,https://support.apple.com/en-us/HT213723;  https://nvd.nist.gov/vuln/detail/CVE-2023-28205",CWE-416
CVE-2023-28206,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS IOSurfaceAccelerator Out-of-Bounds Write Vulnerability",2023-04-10,"Apple iOS, iPadOS, and macOS IOSurfaceAccelerator contain an out-of-bounds write vulnerability that allows an app to execute code with kernel privileges.","Apply updates per vendor instructions.",2023-05-01,Unknown,"https://support.apple.com/en-us/HT213720, https://support.apple.com/en-us/HT213721; https://nvd.nist.gov/vuln/detail/CVE-2023-28206",CWE-787
CVE-2023-26083,Arm,"Mali Graphics Processing Unit (GPU)","Arm Mali GPU Kernel Driver Information Disclosure Vulnerability",2023-04-07,"Arm Mali GPU Kernel Driver contains an information disclosure vulnerability that allows a non-privileged user to make valid GPU processing operations that expose sensitive kernel metadata.","Apply updates per vendor instructions.",2023-04-28,Unknown,"https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities;  https://nvd.nist.gov/vuln/detail/CVE-2023-26083",CWE-401
CVE-2023-26360,Adobe,ColdFusion,"Adobe ColdFusion Deserialization of Untrusted Data Vulnerability",2023-03-15,"Adobe ColdFusion contains a deserialization of untrusted data vulnerability that allows for remote code execution.","Apply updates per vendor instructions.",2023-04-05,Unknown,"https://helpx.adobe.com/security/products/coldfusion/apsb23-25.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-26360",CWE-284
CVE-2023-23397,Microsoft,Office,"Microsoft Office Outlook Privilege Escalation Vulnerability",2023-03-14,"Microsoft Office Outlook contains a privilege escalation vulnerability that allows for a NTLM Relay attack against another service to authenticate as the user.","Apply updates per vendor instructions.",2023-04-04,Unknown,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-23397, https://msrc.microsoft.com/blog/2023/03/microsoft-mitigates-outlook-elevation-of-privilege-vulnerability/, ;  https://nvd.nist.gov/vuln/detail/CVE-2023-23397",CWE-294
CVE-2023-24880,Microsoft,Windows,"Microsoft Windows SmartScreen Security Feature Bypass Vulnerability",2023-03-14,"Microsoft Windows SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.","Apply updates per vendor instructions.",2023-04-04,Known,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-24880;  https://nvd.nist.gov/vuln/detail/CVE-2023-24880",CWE-863
CVE-2023-21715,Microsoft,Office,"Microsoft Office Publisher Security Feature Bypass Vulnerability",2023-02-14,"Microsoft Office Publisher contains a security feature bypass vulnerability that allows for a local, authenticated attack on a targeted system.","Apply updates per vendor instructions.",2023-03-07,Unknown,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-21715;  https://nvd.nist.gov/vuln/detail/CVE-2023-21715",CWE-863
CVE-2023-23376,Microsoft,Windows,"Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability",2023-02-14,"Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability that allows for privilege escalation.","Apply updates per vendor instructions.",2023-03-07,Known,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-23376;  https://nvd.nist.gov/vuln/detail/CVE-2023-23376",CWE-122
