cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2022-44877,CWP,"Control Web Panel","CWP Control Web Panel OS Command Injection Vulnerability",2023-01-17,"CWP Control Web Panel (formerly CentOS Web Panel) contains an OS command injection vulnerability that allows remote attackers to execute commands via shell metacharacters in the login parameter.","Apply updates per vendor instructions.",2023-02-07,Unknown,"https://control-webpanel.com/changelog#1669855527714-450fb335-6194;  https://nvd.nist.gov/vuln/detail/CVE-2022-44877",CWE-78
CVE-2022-41080,Microsoft,"Exchange Server","Microsoft Exchange Server Privilege Escalation Vulnerability",2023-01-10,"Microsoft Exchange Server contains an unspecified vulnerability that allows for privilege escalation. This vulnerability is chainable with CVE-2022-41082, which allows for remote code execution.","Apply updates per vendor instructions.",2023-01-31,Known,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41080;  https://nvd.nist.gov/vuln/detail/CVE-2022-41080",
CVE-2022-42856,Apple,iOS,"Apple iOS Type Confusion Vulnerability",2022-12-14,"Apple iOS contains a type confusion vulnerability when processing maliciously crafted web content leading to code execution.","Apply updates per vendor instructions.",2023-01-04,Unknown,"https://support.apple.com/en-us/HT213516;  https://nvd.nist.gov/vuln/detail/CVE-2022-42856",CWE-843
CVE-2022-42475,Fortinet,FortiOS,"Fortinet FortiOS Heap-Based Buffer Overflow Vulnerability",2022-12-13,"Multiple versions of Fortinet FortiOS SSL-VPN contain a heap-based buffer overflow vulnerability which can allow an unauthenticated, remote attacker to execute arbitrary code or commands via specifically crafted requests.","Apply updates per vendor instructions.",2023-01-03,Known,"https://www.fortiguard.com/psirt/FG-IR-22-398;  https://nvd.nist.gov/vuln/detail/CVE-2022-42475",CWE-197
CVE-2022-44698,Microsoft,Defender,"Microsoft Defender SmartScreen Security Feature Bypass Vulnerability",2022-12-13,"Microsoft Defender SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.","Apply updates per vendor instructions.",2023-01-03,Known,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44698;  https://nvd.nist.gov/vuln/detail/CVE-2022-44698",CWE-755
CVE-2022-4262,Google,"Chromium V8","Google Chromium V8 Type Confusion Vulnerability",2022-12-05,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2022-12-26,Unknown,"https://chromereleases.googleblog.com/2022/12/stable-channel-update-for-desktop.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-4262","CWE-122, CWE-843"
CVE-2022-4135,Google,"Chromium GPU","Google Chromium GPU Heap Buffer Overflow Vulnerability",2022-11-28,"Google Chromium GPU contains a heap buffer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2022-12-19,Unknown,"https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop_24.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-4135",CWE-787
CVE-2022-41049,Microsoft,Windows,"Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability",2022-11-14,"Microsoft Windows Mark of the Web (MOTW) contains a security feature bypass vulnerability resulting in a limited loss of integrity and availability of security features.","Apply updates per vendor instructions.",2022-12-09,Unknown,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41049;  https://nvd.nist.gov/vuln/detail/CVE-2022-41049",CWE-274
CVE-2022-41091,Microsoft,Windows,"Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability",2022-11-08,"Microsoft Windows Mark of the Web (MOTW) contains a security feature bypass vulnerability resulting in a limited loss of integrity and availability of security features.","Apply updates per vendor instructions.",2022-12-09,Unknown,"https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41091;  https://nvd.nist.gov/vuln/detail/CVE-2022-41091",CWE-863
CVE-2022-41073,Microsoft,Windows,"Microsoft Windows Print Spooler Privilege Escalation Vulnerability",2022-11-08,"Microsoft Windows Print Spooler contains an unspecified vulnerability that allows an attacker to gain SYSTEM-level privileges.","Apply updates per vendor instructions.",2022-12-09,Known,"https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41073;  https://nvd.nist.gov/vuln/detail/CVE-2022-41073",CWE-787
CVE-2022-41125,Microsoft,Windows,"Microsoft Windows CNG Key Isolation Service Privilege Escalation Vulnerability",2022-11-08,"Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability that allows an attacker to gain SYSTEM-level privileges.","Apply updates per vendor instructions.",2022-12-09,Unknown,"https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41125;  https://nvd.nist.gov/vuln/detail/CVE-2022-41125",CWE-787
CVE-2022-41128,Microsoft,Windows,"Microsoft Windows Scripting Languages Remote Code Execution Vulnerability",2022-11-08,"Microsoft Windows contains an unspecified vulnerability in the JScript9 scripting language which allows for remote code execution.","Apply updates per vendor instructions.",2022-12-09,Unknown,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128;  https://nvd.nist.gov/vuln/detail/CVE-2022-41128",CWE-787
CVE-2022-42827,Apple,"iOS and iPadOS","Apple iOS and iPadOS Out-of-Bounds Write Vulnerability",2022-10-25,"Apple iOS and iPadOS kernel contain an out-of-bounds write vulnerability which can allow an application to perform code execution with kernel privileges.","Apply updates per vendor instructions.",2022-11-15,Unknown,"https://support.apple.com/en-us/HT213489;  https://nvd.nist.gov/vuln/detail/CVE-2022-42827","CWE-20, CWE-787"
CVE-2022-41352,Synacor,"Zimbra Collaboration Suite (ZCS)","Synacor Zimbra Collaboration Suite (ZCS) Arbitrary File Upload Vulnerability",2022-10-20,"Synacor Zimbra Collaboration Suite (ZCS) allows an attacker to upload arbitrary files using cpio package to gain incorrect access to any other user accounts.","Apply updates per vendor instructions.",2022-11-10,Unknown,"https://wiki.zimbra.com/wiki/Security_Center;  https://nvd.nist.gov/vuln/detail/CVE-2022-41352",CWE-22
CVE-2022-40684,Fortinet,"Multiple Products","Fortinet Multiple Products Authentication Bypass Vulnerability",2022-10-11,"Fortinet FortiOS, FortiProxy, and FortiSwitchManager contain an authentication bypass vulnerability that could allow an unauthenticated attacker to perform operations on the administrative interface via specially crafted HTTP or HTTPS requests.","Apply updates per vendor instructions.",2022-11-01,Known,"https://www.fortiguard.com/psirt/FG-IR-22-377;  https://nvd.nist.gov/vuln/detail/CVE-2022-40684",CWE-288
CVE-2022-41033,Microsoft,"Windows COM+ Event System Service","Microsoft Windows COM+ Event System Service Privilege Escalation Vulnerability",2022-10-11,"Microsoft Windows COM+ Event System Service contains an unspecified vulnerability that allows for privilege escalation.","Apply updates per vendor instructions.",2022-11-01,Unknown,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41033;  https://nvd.nist.gov/vuln/detail/CVE-2022-41033",CWE-843
CVE-2022-41082,Microsoft,"Exchange Server","Microsoft Exchange Server Remote Code Execution Vulnerability",2022-09-30,"Microsoft Exchange Server contains an unspecified vulnerability that allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.","Apply updates per vendor instructions.",2022-10-21,Known,"https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41082",CWE-502
CVE-2022-41040,Microsoft,"Exchange Server","Microsoft Exchange Server Server-Side Request Forgery Vulnerability",2022-09-30,"Microsoft Exchange Server allows for server-side request forgery. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41082 which allows for remote code execution.","Apply updates per vendor instructions.",2022-10-21,Known,"https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41040",CWE-918
CVE-2022-40139,"Trend Micro","Apex One and Apex One as a Service","Trend Micro Apex One and Apex One as a Service Improper Validation Vulnerability",2022-09-15,"Trend Micro Apex One and Apex One as a Service contain an improper validation of rollback mechanism components that could lead to remote code execution.","Apply updates per vendor instructions.",2022-10-06,Unknown,"https://success.trendmicro.com/dcx/s/solution/000291528?language=en_US;  https://nvd.nist.gov/vuln/detail/CVE-2022-40139","CWE-353, CWE-641"
